5 6 6 4 8 9 6 4 4 6
3 8 9 7 6 3 5 7 9 8
3 6 4 5 3 5 4 6 4 6
1 5 7 6 5 3 5 5 2 2
6 6 5 4 4 7 4 2 8 6
3 4 6 7 9 5 5 6 2 7
