18 15 14 18 2 20 7 17 5 8
8 5 15 13 6 8 14 3 5 12
20 11 12 8 15 3 4 10 6 11
10 11 19 11 14 18 13 6 15 13
2 4 2 1 5 3 24 5 2 5
27 6 6 2 6 6 1 6 4 6
